"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"Two year","Bank transfer (automatic)",66,"109.25","7082.5",0,28,"5865"
"Month-to-month","Electronic check",12,"84.6","1017.35",0,75,"4807"
"One year","Credit card (automatic)",24,"20.45","527.35",0,20,"4690"
"Month-to-month","Electronic check",26,"85.75","2146.5",0,64,"3178"
"Two year","Electronic check",57,"107.95","5969.85",0,24,"4687"
"Two year","Electronic check",42,"22.95","1014.25",0,24,"4650"
"Two year","Credit card (automatic)",64,"19.45","1225.65",0,78,"5113"
"One year","Credit card (automatic)",19,"19.7","386.5",0,41,"4431"
"Month-to-month","Bank transfer (automatic)",22,"87.0","1850.65",0,49,"5233"
"Month-to-month","Bank transfer (automatic)",12,"79.95","1043.4",0,71,"2968"
"One year","Electronic check",31,"64.0","1910.75",0,24,"5191"
"Month-to-month","Electronic check",11,"64.9","716.1",0,80,"2775"
"Two year","Mailed check",68,"25.75","1686.15",0,26,"5434"
"Two year","Bank transfer (automatic)",72,"90.15","6716.45",0,49,"4606"
"Two year","Credit card (automatic)",67,"116.1","7839.85",0,60,"5896"
"Month-to-month","Bank transfer (automatic)",60,"104.95","6236.75",0,62,"5926"
"One year","Mailed check",58,"50.0","2919.85",0,45,"4704"
"Month-to-month","Mailed check",1,"20.45","20.45",0,51,"2664"
"One year","Bank transfer (automatic)",37,"19.85","717.5",0,20,"5707"
"One year","Electronic check",13,"19.95","253.8",0,24,"2252"
"Two year","Bank transfer (automatic)",43,"26.45","1110.05",0,51,"3881"
"Two year","Mailed check",6,"63.4","348.8",0,48,"3909"
"Two year","Bank transfer (automatic)",71,"53.95","3888.65",0,76,"4094"
"Two year","Electronic check",72,"95.1","6843.15",0,25,"5584"
"Month-to-month","Electronic check",6,"74.1","450.9",0,79,"4716"
"Month-to-month","Mailed check",12,"35.5","432.25",0,75,"2562"
"One year","Electronic check",21,"79.2","1742.45",0,24,"4900"
"Month-to-month","Mailed check",6,"48.8","297.35",0,45,"4538"
"One year","Electronic check",43,"55.45","2444.25",0,48,"3350"
"Two year","Credit card (automatic)",35,"25.4","949.8",0,38,"5070"
"Month-to-month","Electronic check",32,"93.5","2970.8",0,77,"5804"
"Two year","Credit card (automatic)",52,"63.9","3334.95",0,36,"5380"
"One year","Bank transfer (automatic)",32,"64.85","2010.95",0,29,"4895"
"Two year","Bank transfer (automatic)",72,"63.8","4684.3",0,32,"6107"
"Month-to-month","Credit card (automatic)",51,"44.45","2181.55",0,62,"6087"
"Two year","Bank transfer (automatic)",68,"19.95","1303.25",0,70,"6492"
"Month-to-month","Mailed check",8,"43.35","371.4",0,68,"2560"
"Two year","Credit card (automatic)",49,"49.65","2409.9",0,29,"4283"
"Two year","Mailed check",72,"85.1","6155.4",0,39,"4147"
"Month-to-month","Mailed check",54,"89.8","4667.0",0,67,"4980"
"One year","Mailed check",50,"103.05","5153.5",0,72,"5905"
"Two year","Electronic check",69,"116.0","8182.85",0,37,"4216"
"Month-to-month","Electronic check",1,"69.9","69.9",0,26,"3358"
"Two year","Bank transfer (automatic)",68,"95.1","6683.4",0,38,"5748"
"One year","Mailed check",40,"40.25","1564.05",0,30,"4288"
"Two year","Mailed check",31,"25.75","755.6",0,32,"5472"
"Month-to-month","Bank transfer (automatic)",33,"105.35","3465.05",0,58,"4738"
"Two year","Electronic check",55,"113.6","6292.7",0,56,"5754"
"Two year","Bank transfer (automatic)",68,"24.0","1664.3",0,57,"5440"
"Month-to-month","Bank transfer (automatic)",12,"19.4","198.1",0,29,"3713"
"Two year","Bank transfer (automatic)",71,"86.1","6045.9",0,52,"6286"
"Month-to-month","Mailed check",40,"102.65","4108.15",0,52,"3655"
"One year","Electronic check",64,"92.85","5980.75",0,58,"5206"
"One year","Bank transfer (automatic)",53,"97.75","5043.2",0,41,"4488"
"Two year","Credit card (automatic)",72,"97.95","7114.25",0,22,"4256"
"Two year","Electronic check",46,"19.95","907.05",0,55,"4006"
"Two year","Mailed check",40,"24.6","973.95",0,65,"2601"
"Month-to-month","Bank transfer (automatic)",12,"50.95","605.75",0,73,"2716"
"Month-to-month","Electronic check",9,"75.6","661.55",0,30,"4990"
"Month-to-month","Electronic check",51,"80.75","4116.9",0,36,"6032"
"Month-to-month","Credit card (automatic)",49,"90.4","4494.65",0,72,"5804"
"One year","Credit card (automatic)",56,"60.25","3282.75",0,40,"4835"
"Month-to-month","Electronic check",4,"20.2","55.7",0,45,"4267"
"One year","Mailed check",20,"64.15","1274.45",0,61,"5969"
"Month-to-month","Credit card (automatic)",26,"20.25","493.95",0,43,"5158"
"Month-to-month","Electronic check",51,"99.0","5038.15",0,78,"5787"
"Month-to-month","Mailed check",4,"80.3","324.2",0,70,"3132"
"Month-to-month","Credit card (automatic)",1,"19.55","19.55",0,38,"5537"
"Month-to-month","Electronic check",27,"100.75","2793.55",0,31,"3160"
"Month-to-month","Mailed check",12,"53.75","648.65",0,28,"5385"
"One year","Credit card (automatic)",34,"25.6","917.15",0,43,"5854"
"One year","Electronic check",24,"58.35","1346.9",0,45,"5428"
"Month-to-month","Electronic check",14,"46.35","672.7",0,44,"2056"
"Two year","Electronic check",59,"113.75","6561.25",0,23,"6251"
"Month-to-month","Electronic check",3,"90.4","268.45",0,61,"5625"
"Two year","Electronic check",65,"109.3","7337.55",0,51,"6087"
"Two year","Credit card (automatic)",59,"90.3","5194.05",0,53,"4617"
"Two year","Credit card (automatic)",72,"65.25","4478.85",0,67,"6412"
"Month-to-month","Mailed check",3,"60.65","196.9",0,22,"2111"
"Month-to-month","Credit card (automatic)",19,"24.1","439.2",0,35,"2378"
"Month-to-month","Mailed check",1,"19.5","19.5",0,21,"3753"
"Month-to-month","Electronic check",24,"85.95","2107.15",0,52,"5421"
"One year","Electronic check",57,"53.5","3035.8",0,58,"5521"
"Two year","Credit card (automatic)",72,"25.45","1866.45",0,42,"4118"
"Two year","Bank transfer (automatic)",67,"20.5","1430.95",0,45,"4416"
"One year","Credit card (automatic)",52,"20.85","1071.6",0,56,"4886"
"Two year","Credit card (automatic)",71,"89.9","6457.15",0,57,"4444"
"One year","Mailed check",26,"26.0","684.05",0,20,"2244"
"Two year","Mailed check",35,"113.2","3914.05",0,76,"5723"
"Two year","Credit card (automatic)",55,"69.05","3842.6",0,67,"4318"
"Two year","Mailed check",33,"20.1","670.35",0,25,"3700"
"Two year","Electronic check",72,"109.65","7880.25",0,25,"6181"
"Month-to-month","Mailed check",1,"19.2","19.2",0,76,"3383"
"Month-to-month","Electronic check",37,"90.0","3371.75",0,62,"4048"
"Month-to-month","Mailed check",12,"34.0","442.45",0,39,"3215"
"One year","Mailed check",1,"20.4","20.4",0,54,"4540"
"Two year","Credit card (automatic)",62,"38.6","2345.55",0,45,"4558"
"Month-to-month","Bank transfer (automatic)",1,"25.25","25.25",0,28,"4831"
"Month-to-month","Mailed check",18,"60.6","1156.35",0,74,"4459"
"Month-to-month","Electronic check",2,"74.75","144.8",0,34,"4545"
"Month-to-month","Mailed check",19,"20.6","414.95",0,32,"2276"
"Month-to-month","Mailed check",9,"20.4","181.8",0,21,"5380"
"One year","Electronic check",27,"81.7","2212.55",0,39,"2445"
"Month-to-month","Mailed check",24,"20.3","459.95",0,71,"3740"
"One year","Mailed check",11,"20.0","211.95",0,53,"3731"
"Month-to-month","Mailed check",1,"25.0","25.0",0,53,"2371"
"Month-to-month","Mailed check",38,"80.45","3162.65",0,41,"2926"
"Two year","Mailed check",9,"19.75","210.65",0,24,"2427"
"Two year","Credit card (automatic)",54,"65.65","3566.7",0,49,"5725"
"One year","Credit card (automatic)",29,"71.0","2080.1",0,32,"4226"
"Month-to-month","Electronic check",44,"89.2","4040.2",0,36,"2925"
"Two year","Electronic check",59,"86.75","5186.0",0,21,"5020"
"One year","Mailed check",18,"61.5","1087.45",0,67,"3479"
"Two year","Credit card (automatic)",67,"25.1","1672.15",0,26,"6388"
"One year","Credit card (automatic)",33,"34.05","1113.95",0,73,"3044"
"Month-to-month","Mailed check",5,"19.95","107.05",0,20,"4281"
"Month-to-month","Mailed check",2,"19.95","38.15",0,40,"4079"
"Two year","Credit card (automatic)",72,"89.7","6339.3",0,50,"4193"
"Month-to-month","Mailed check",9,"20.4","184.1",0,67,"4195"
"Two year","Mailed check",67,"26.3","1688.9",0,52,"6066"
"Month-to-month","Mailed check",8,"20.7","137.6",0,49,"3330"
"Two year","Credit card (automatic)",17,"19.45","369.05",0,29,"5347"
"Two year","Bank transfer (automatic)",68,"110.8","7553.6",0,67,"4545"
"Month-to-month","Electronic check",25,"69.3","1813.1",0,50,"4442"
"One year","Bank transfer (automatic)",67,"49.35","3321.35",0,33,"5905"
"One year","Credit card (automatic)",32,"20.35","707.5",0,40,"2433"
"One year","Electronic check",67,"105.6","7112.15",0,45,"5768"
"Two year","Credit card (automatic)",72,"64.45","4641.1",0,68,"5295"
"Month-to-month","Electronic check",1,"49.9","49.9",0,39,"3239"
"One year","Electronic check",48,"65.65","3094.65",0,67,"5427"
"One year","Bank transfer (automatic)",61,"103.3","6518.35",0,27,"5401"
"Month-to-month","Electronic check",2,"44.45","82.7",0,26,"5694"
"Two year","Bank transfer (automatic)",71,"89.9","6342.7",0,54,"5835"
"Month-to-month","Mailed check",37,"55.05","2030.75",0,26,"3839"
"Two year","Bank transfer (automatic)",65,"104.1","6700.05",0,25,"4024"
"One year","Bank transfer (automatic)",67,"106.6","7244.7",0,65,"5895"
"Two year","Credit card (automatic)",50,"70.5","3486.65",0,60,"4022"
"One year","Electronic check",25,"19.6","411.15",0,51,"2888"
"Two year","Mailed check",64,"24.05","1559.15",0,55,"4582"
"One year","Credit card (automatic)",25,"38.1","970.4",0,72,"2315"
"Month-to-month","Mailed check",24,"34.25","828.2",0,63,"2525"
"Month-to-month","Electronic check",37,"100.05","3810.55",0,52,"2904"
"Month-to-month","Electronic check",21,"68.65","1493.2",0,21,"2006"
"Month-to-month","Mailed check",1,"45.8","45.8",0,30,"2614"
"Month-to-month","Mailed check",10,"75.75","777.3",0,52,"4525"
"One year","Credit card (automatic)",51,"96.4","4911.05",0,26,"4745"
"Month-to-month","Mailed check",10,"20.55","187.35",0,43,"3595"
"Month-to-month","Credit card (automatic)",6,"50.95","307.6",0,79,"3474"
"Two year","Mailed check",47,"90.5","4318.35",0,30,"3413"
"One year","Electronic check",61,"79.4","4820.55",0,74,"4666"
"Two year","Bank transfer (automatic)",52,"58.75","3038.55",0,21,"5122"
"Month-to-month","Credit card (automatic)",35,"59.45","2136.9",0,49,"3682"
"One year","Bank transfer (automatic)",71,"105.7","7472.15",0,20,"4420"
"Two year","Credit card (automatic)",45,"53.3","2296.25",0,79,"2929"
"Month-to-month","Mailed check",2,"24.3","38.45",0,77,"2515"
"One year","Credit card (automatic)",51,"59.9","3043.6",0,42,"5233"
"One year","Credit card (automatic)",60,"23.95","1506.4",0,71,"5449"
"One year","Mailed check",9,"20.15","163.7",0,70,"4004"
"Month-to-month","Bank transfer (automatic)",17,"95.65","1640.0",0,49,"3139"
"Two year","Mailed check",46,"81.0","3846.35",0,57,"4280"
"Two year","Credit card (automatic)",68,"82.45","5646.6",0,70,"5308"
"One year","Bank transfer (automatic)",4,"20.5","79.05",0,80,"3233"
"One year","Credit card (automatic)",28,"54.4","1516.6",0,74,"4711"
"One year","Credit card (automatic)",39,"58.6","2224.5",0,46,"5662"
"Month-to-month","Electronic check",11,"84.8","888.75",0,60,"4924"
"Two year","Credit card (automatic)",71,"61.4","4310.35",0,37,"5119"
"Month-to-month","Mailed check",2,"20.4","42.9",0,77,"3000"
"One year","Mailed check",17,"20.15","353.65",0,48,"4650"
"Month-to-month","Credit card (automatic)",55,"94.45","5073.1",0,55,"5577"
"Month-to-month","Bank transfer (automatic)",58,"79.8","4526.85",0,78,"5709"
"Month-to-month","Electronic check",9,"74.05","678.45",0,51,"2003"
"Month-to-month","Bank transfer (automatic)",26,"49.15","1237.3",0,54,"2752"
"Two year","Credit card (automatic)",50,"19.4","1023.95",0,41,"6233"
"Two year","Bank transfer (automatic)",72,"113.65","8182.75",0,38,"5411"
"One year","Credit card (automatic)",43,"106.0","4532.3",0,76,"3528"
"Two year","Bank transfer (automatic)",56,"25.95","1444.05",0,40,"4246"
"Month-to-month","Mailed check",1,"19.1","19.1",0,26,"3313"
"Two year","Bank transfer (automatic)",72,"100.55","7325.1",0,54,"6082"
"Month-to-month","Electronic check",36,"95.4","3474.2",0,44,"5111"
"Month-to-month","Bank transfer (automatic)",5,"75.15","392.65",0,68,"5900"
"One year","Credit card (automatic)",44,"89.15","3990.75",0,27,"4368"
"One year","Electronic check",70,"107.9","7475.85",0,53,"5899"
"One year","Credit card (automatic)",44,"19.5","835.5",0,35,"4220"
"Two year","Credit card (automatic)",69,"24.95","1718.35",0,45,"4106"
"One year","Bank transfer (automatic)",68,"19.5","1193.55",0,51,"5443"
"Month-to-month","Credit card (automatic)",16,"69.95","1205.5",0,54,"5596"
"Two year","Bank transfer (automatic)",68,"82.85","5776.45",0,42,"5184"
"Month-to-month","Mailed check",4,"19.0","78.9",0,55,"3022"
"Month-to-month","Credit card (automatic)",26,"38.85","1025.15",0,43,"3970"
"Month-to-month","Credit card (automatic)",5,"20.35","122.0",0,60,"3161"
"One year","Bank transfer (automatic)",70,"95.0","6602.9",0,65,"6259"
"One year","Bank transfer (automatic)",24,"74.4","1712.9",0,68,"4310"
"Two year","Bank transfer (automatic)",72,"78.45","5682.25",0,71,"4032"
"Month-to-month","Mailed check",1,"74.3","74.3",0,64,"3063"
"One year","Bank transfer (automatic)",70,"51.05","3635.15",0,69,"4042"
"Month-to-month","Bank transfer (automatic)",36,"19.2","702.9",0,79,"3043"
"One year","Bank transfer (automatic)",41,"109.1","4454.25",0,77,"4854"
"Month-to-month","Electronic check",14,"76.45","1117.55",0,52,"2292"
"Month-to-month","Electronic check",13,"72.8","930.05",0,46,"2862"
"Month-to-month","Mailed check",6,"18.95","110.15",0,68,"5920"
"Month-to-month","Electronic check",15,"101.75","1669.4",0,50,"2919"
"Month-to-month","Credit card (automatic)",47,"75.45","3545.1",0,66,"4995"
"Month-to-month","Mailed check",8,"64.1","504.05",0,25,"2804"
"Month-to-month","Mailed check",17,"25.65","440.2",0,24,"3090"
"Month-to-month","Mailed check",15,"75.1","1151.55",0,60,"4634"
"One year","Bank transfer (automatic)",26,"95.85","2475.35",0,42,"3834"
"Month-to-month","Electronic check",23,"54.4","1249.25",0,22,"2989"
"Month-to-month","Electronic check",4,"72.75","317.75",0,50,"4503"
"One year","Mailed check",29,"19.85","535.05",0,26,"2941"
"Month-to-month","Mailed check",25,"19.05","461.3",0,65,"2692"
"Month-to-month","Electronic check",3,"94.85","335.75",0,40,"4496"
"Two year","Bank transfer (automatic)",69,"46.25","3121.4",0,33,"4180"
"One year","Mailed check",14,"19.35","324.8",0,39,"2400"
"Month-to-month","Mailed check",19,"69.6","1394.55",0,77,"3349"
"Month-to-month","Electronic check",39,"90.7","3413.25",0,39,"5028"
"Month-to-month","Electronic check",31,"101.4","3143.65",0,72,"2025"
"One year","Mailed check",24,"20.25","439.75",0,58,"3000"
"Month-to-month","Bank transfer (automatic)",14,"48.8","664.4",0,77,"2168"
"Two year","Mailed check",64,"74.35","4759.55",0,80,"4781"
"One year","Mailed check",50,"19.35","1033.0",0,39,"5247"
"One year","Electronic check",52,"68.75","3482.85",0,51,"4172"
"One year","Electronic check",28,"100.2","2688.45",0,79,"5137"
"Two year","Credit card (automatic)",21,"20.85","435.25",0,35,"5422"
"One year","Mailed check",17,"19.35","307.0",0,77,"2185"
"One year","Credit card (automatic)",58,"45.0","2689.35",0,55,"5006"
"Two year","Mailed check",51,"25.5","1281.25",0,43,"5447"
"Two year","Mailed check",72,"48.9","3527.0",0,47,"5415"
"Two year","Mailed check",27,"19.6","561.15",0,21,"2896"
"Month-to-month","Mailed check",3,"20.0","63.6",0,65,"4258"
"Two year","Mailed check",64,"81.3","5129.3",0,74,"5254"
"Two year","Credit card (automatic)",45,"95.2","4285.8",0,27,"3363"
"Two year","Credit card (automatic)",71,"83.3","5894.5",0,24,"4264"
"Two year","Credit card (automatic)",58,"20.3","1160.75",0,66,"4424"
"Month-to-month","Electronic check",34,"89.85","3091.75",0,45,"3096"
"Month-to-month","Mailed check",15,"19.8","272.95",0,34,"4167"
"Two year","Bank transfer (automatic)",66,"54.65","3632.0",0,42,"4051"
"Month-to-month","Credit card (automatic)",12,"29.35","381.2",0,27,"3606"
"Two year","Bank transfer (automatic)",58,"19.15","1035.5",0,25,"6339"
"Two year","Mailed check",3,"19.1","52.0",0,30,"3863"
"Month-to-month","Electronic check",9,"80.55","653.9",0,26,"3581"
"One year","Mailed check",3,"20.25","71.2",0,31,"4331"
"One year","Bank transfer (automatic)",40,"106.0","4178.65",0,77,"5118"
"Two year","Bank transfer (automatic)",68,"25.5","1821.8",0,37,"5182"
"Two year","Mailed check",50,"79.6","4024.2",0,39,"5592"
"Month-to-month","Electronic check",1,"55.25","55.25",0,49,"3255"
"Two year","Bank transfer (automatic)",72,"88.05","6520.8",0,42,"6247"
"One year","Bank transfer (automatic)",40,"20.4","854.9",0,59,"3200"
"Two year","Bank transfer (automatic)",72,"117.6","8308.9",0,54,"6173"
"Month-to-month","Mailed check",6,"20.0","109.2",0,53,"3142"
"Month-to-month","Credit card (automatic)",5,"19.65","92.05",0,42,"2878"
"One year","Credit card (automatic)",48,"70.55","3420.5",0,39,"3997"
"One year","Mailed check",64,"65.8","4068.0",0,57,"4754"
"One year","Credit card (automatic)",17,"20.05","337.9",0,70,"4828"
"Month-to-month","Electronic check",40,"80.0","3168.75",0,31,"2478"
"One year","Credit card (automatic)",41,"35.4","1412.4",0,43,"4375"
"One year","Bank transfer (automatic)",51,"79.6","3974.7",0,59,"4673"
"Month-to-month","Electronic check",41,"80.25","3439.0",0,49,"5757"
"Month-to-month","Mailed check",2,"20.45","42.45",0,56,"2606"
"One year","Credit card (automatic)",68,"79.6","5461.45",0,20,"5210"
"Two year","Mailed check",24,"24.7","571.75",0,56,"5302"
"Two year","Credit card (automatic)",70,"77.3","5498.2",0,23,"6252"
"Month-to-month","Electronic check",3,"29.75","96.85",0,55,"3425"
"Month-to-month","Bank transfer (automatic)",2,"44.9","111.05",0,26,"4370"
"Month-to-month","Credit card (automatic)",3,"29.8","94.4",0,32,"5614"
"Month-to-month","Electronic check",13,"71.95","923.85",0,67,"3605"
"Month-to-month","Mailed check",7,"20.75","141.1",0,46,"4476"
"Month-to-month","Mailed check",12,"56.3","628.65",0,56,"2047"
"One year","Electronic check",53,"105.25","5576.3",0,56,"6365"
"Two year","Mailed check",63,"19.55","1245.6",0,36,"6002"
"Month-to-month","Mailed check",15,"84.45","1287.85",0,46,"4653"
"One year","Mailed check",36,"53.65","1939.35",0,37,"4113"
"Month-to-month","Electronic check",4,"29.9","118.25",0,46,"2914"
"Two year","Mailed check",24,"19.7","452.55",0,42,"4642"
"One year","Credit card (automatic)",61,"43.7","2696.55",0,50,"4051"
"Month-to-month","Electronic check",16,"55.3","875.35",0,25,"3771"
"Two year","Credit card (automatic)",65,"19.85","1267.05",0,52,"6009"
"Two year","Credit card (automatic)",26,"19.65","494.9",0,37,"4184"
"Month-to-month","Mailed check",16,"49.45","799.0",0,49,"3446"
"Two year","Mailed check",5,"20.45","106.9",0,75,"3353"
"Month-to-month","Electronic check",19,"39.7","710.05",0,65,"4034"
"Month-to-month","Credit card (automatic)",10,"54.5","568.2",0,59,"4163"
"Two year","Bank transfer (automatic)",72,"111.6","8012.75",0,59,"5425"
"Month-to-month","Mailed check",10,"55.55","551.3",0,41,"2530"
"One year","Mailed check",11,"20.55","184.95",0,23,"3971"
"One year","Mailed check",17,"62.1","1096.65",0,33,"3937"
"Month-to-month","Credit card (automatic)",36,"104.5","3684.95",0,49,"4102"
"Month-to-month","Electronic check",17,"101.8","1752.45",0,53,"3296"
"One year","Credit card (automatic)",66,"110.6","7210.85",0,67,"5418"
"One year","Bank transfer (automatic)",61,"84.9","5264.5",0,72,"4413"
"Month-to-month","Mailed check",22,"93.2","2157.3",0,26,"4093"
"Month-to-month","Electronic check",1,"24.4","24.4",0,66,"3145"
"Month-to-month","Credit card (automatic)",6,"70.55","433.95",0,52,"4059"
"Two year","Credit card (automatic)",68,"85.0","5607.75",0,65,"6221"
"Month-to-month","Bank transfer (automatic)",52,"85.8","4433.3",0,22,"5494"
"Month-to-month","Electronic check",10,"91.1","964.35",0,50,"3857"
"Two year","Bank transfer (automatic)",72,"20.1","1460.85",0,30,"4598"
"One year","Mailed check",47,"20.05","951.55",0,64,"5183"
"One year","Mailed check",24,"74.8","1821.2",0,52,"5535"
"One year","Credit card (automatic)",65,"24.8","1600.95",0,76,"5826"
"Month-to-month","Mailed check",4,"100.85","399.25",0,21,"5354"
"Month-to-month","Electronic check",34,"105.1","3634.8",0,68,"3941"
"Two year","Mailed check",14,"20.4","292.4",0,73,"4556"
"One year","Mailed check",13,"20.0","218.55",0,27,"5651"
"Two year","Bank transfer (automatic)",65,"79.4","5071.9",0,65,"4023"
"One year","Credit card (automatic)",23,"57.2","1423.35",0,69,"4021"
"Two year","Electronic check",55,"58.6","3068.6",0,49,"6231"
"Two year","Electronic check",49,"94.8","4690.65",0,29,"4252"
"One year","Bank transfer (automatic)",60,"102.5","6157.6",0,54,"4968"
"One year","Credit card (automatic)",69,"20.35","1442.65",0,26,"5188"
"Month-to-month","Electronic check",40,"84.9","3369.05",0,37,"2904"
"Two year","Credit card (automatic)",67,"69.2","4671.65",0,43,"4323"
"Two year","Mailed check",13,"20.85","272.35",0,58,"3163"
"Month-to-month","Bank transfer (automatic)",41,"88.5","3645.05",0,27,"5984"
"Month-to-month","Mailed check",4,"35.0","135.75",0,70,"3523"
"Month-to-month","Electronic check",24,"55.15","1319.85",0,80,"2200"
"Month-to-month","Credit card (automatic)",5,"50.95","229.4",0,69,"3573"
"Month-to-month","Electronic check",5,"64.0","370.25",0,75,"4421"
"Two year","Bank transfer (automatic)",72,"80.2","5714.2",0,24,"6087"
"Month-to-month","Credit card (automatic)",24,"49.3","1233.25",0,66,"5394"
"Two year","Credit card (automatic)",42,"84.35","3571.6",0,59,"3363"
"Month-to-month","Mailed check",4,"20.05","83.3",0,30,"4596"
"One year","Credit card (automatic)",68,"117.2","8035.95",0,55,"4629"
"One year","Mailed check",33,"20.1","579.4",0,62,"3342"
"Two year","Electronic check",69,"109.95","7634.25",0,63,"4297"
"Month-to-month","Electronic check",38,"94.75","3653.0",0,71,"3654"
"Month-to-month","Electronic check",3,"80.0","241.3",0,76,"4264"
"Two year","Electronic check",48,"79.65","3870.3",0,50,"3246"
"Two year","Mailed check",15,"25.2","387.9",0,25,"4411"
"One year","Credit card (automatic)",25,"19.9","527.5",0,56,"3048"
"Month-to-month","Electronic check",48,"44.8","2104.55",0,26,"2469"
"Month-to-month","Mailed check",1,"20.3","20.3",0,80,"4270"
"Month-to-month","Electronic check",1,"19.2","19.2",0,27,"2716"
"One year","Electronic check",37,"80.05","3019.1",0,55,"3364"
"One year","Bank transfer (automatic)",66,"107.35","7051.95",0,53,"4138"
"One year","Bank transfer (automatic)",26,"47.85","1190.5",0,79,"4362"
"One year","Credit card (automatic)",63,"70.8","4448.8",0,44,"5114"
"Month-to-month","Credit card (automatic)",18,"59.1","1011.05",0,30,"2422"
"Two year","Mailed check",64,"25.55","1714.95",0,22,"4312"
"Month-to-month","Mailed check",28,"20.25","535.35",0,54,"4476"
"Month-to-month","Electronic check",1,"75.55","75.55",0,34,"3503"
"One year","Electronic check",66,"95.3","6273.4",0,49,"5706"
"Month-to-month","Electronic check",1,"70.25","70.25",0,58,"4063"
"Month-to-month","Mailed check",18,"50.3","908.75",0,67,"3740"
"Two year","Mailed check",0,"19.85","1397.475",0,53,"2019"
"Two year","Bank transfer (automatic)",12,"19.35","212.3",0,74,"2558"
"Month-to-month","Electronic check",12,"25.0","316.2",0,53,"4408"
"Two year","Mailed check",55,"20.3","1079.05",0,36,"5153"
"Month-to-month","Electronic check",7,"75.35","564.65",0,37,"4989"
"Two year","Credit card (automatic)",68,"88.0","6161.9",0,44,"5436"
"Month-to-month","Mailed check",49,"43.8","2106.05",0,68,"5651"
"One year","Credit card (automatic)",40,"62.05","2511.55",0,34,"2290"
"One year","Bank transfer (automatic)",16,"20.1","318.6",0,22,"4545"
"One year","Electronic check",72,"101.35","7323.15",0,25,"4497"
"Month-to-month","Electronic check",2,"84.05","186.05",0,72,"5039"
"Two year","Mailed check",23,"20.9","454.0",0,46,"4076"
"One year","Electronic check",71,"105.9","7521.95",0,60,"5479"
"Month-to-month","Credit card (automatic)",12,"85.05","999.8",0,80,"2540"
"One year","Bank transfer (automatic)",54,"44.1","2369.7",0,32,"6205"
"Two year","Credit card (automatic)",68,"90.2","6297.65",0,55,"4095"
"Month-to-month","Mailed check",27,"53.45","1461.45",0,75,"2191"
"Month-to-month","Mailed check",21,"19.95","416.4",0,36,"3632"
"Month-to-month","Credit card (automatic)",64,"74.65","4869.35",0,58,"5113"
"Two year","Bank transfer (automatic)",57,"57.5","3265.95",0,75,"4133"
"Two year","Mailed check",19,"19.65","358.15",0,21,"5596"
"One year","Electronic check",31,"93.8","2939.8",0,46,"2510"
"Two year","Mailed check",52,"89.25","4652.4",0,31,"4624"
"One year","Electronic check",46,"94.15","4408.45",0,70,"3924"
"Month-to-month","Electronic check",11,"55.6","580.8",0,80,"5014"
"Month-to-month","Bank transfer (automatic)",53,"48.7","2495.2",0,54,"4116"
"Month-to-month","Bank transfer (automatic)",57,"104.9","5913.95",0,75,"5838"
"Two year","Bank transfer (automatic)",71,"19.9","1389.35",0,31,"5789"
"Month-to-month","Mailed check",1,"19.4","19.4",0,72,"3160"
"Two year","Credit card (automatic)",68,"25.05","1629.2",0,24,"4187"
"Two year","Mailed check",72,"84.45","6033.1",0,50,"6297"
"Month-to-month","Mailed check",2,"19.3","44.4",0,43,"3009"
"One year","Bank transfer (automatic)",41,"79.85","3320.75",0,48,"5556"
"Two year","Credit card (automatic)",72,"25.55","1867.7",0,40,"6425"
"One year","Electronic check",58,"68.4","3972.25",0,62,"5269"
"Month-to-month","Mailed check",7,"20.65","155.9",0,38,"2100"
"Month-to-month","Mailed check",65,"55.15","3673.15",0,34,"6205"
"Month-to-month","Mailed check",1,"70.6","70.6",0,61,"3530"
"One year","Credit card (automatic)",56,"19.95","1126.75",0,65,"4838"
"Month-to-month","Mailed check",4,"19.0","73.45",0,28,"4345"
"One year","Mailed check",58,"44.1","2413.05",0,44,"5040"
"Two year","Bank transfer (automatic)",62,"107.6","6912.7",0,40,"4697"
"One year","Electronic check",26,"61.55","1581.95",0,30,"5156"
"Month-to-month","Bank transfer (automatic)",62,"90.7","5586.45",0,67,"5496"
"One year","Credit card (automatic)",58,"99.25","5846.65",0,22,"4098"
"Two year","Electronic check",68,"91.7","6424.7",0,77,"4113"
"One year","Credit card (automatic)",61,"100.7","6018.65",0,57,"4804"
"Two year","Credit card (automatic)",42,"78.45","3373.4",0,30,"3192"
"Month-to-month","Bank transfer (automatic)",18,"84.3","1537.9",0,72,"4612"
"Two year","Bank transfer (automatic)",56,"19.55","1080.55",0,56,"5764"
"Month-to-month","Credit card (automatic)",4,"20.45","82.85",0,40,"4344"
"One year","Credit card (automatic)",35,"55.6","2016.45",0,80,"5964"
"Month-to-month","Bank transfer (automatic)",64,"86.8","5327.25",0,70,"4915"
"One year","Mailed check",31,"20.95","683.25",0,69,"5772"
"Two year","Bank transfer (automatic)",67,"20.05","1263.05",0,76,"4934"
"Two year","Electronic check",70,"113.65","7714.65",0,46,"6146"
"Two year","Mailed check",2,"59.5","130.5",0,61,"5613"
"Month-to-month","Credit card (automatic)",29,"87.8","2621.75",0,25,"4780"
